X,Y,item,pagerank,chosen
-2.7042015,3.9260826,音乐分享官,0.03258716980240053,1.0
-10.010531,14.656315,音乐,0.04850216366371257,1.0
19.29806,11.056866,二次元,0.0007546731500571214,1.0
-0.13596259,-15.790061,乐评盘点,0.04122998611903993,1.0
-18.05331,-8.7078905,动漫音乐,0.005283986221684533,1.0
-16.241823,-0.27794978,ACG音乐,0.0007546731500571214,1.0
11.027876,1.1662334,One last kiss,0.0007546731500571214,1.0
1.0779049,-28.40799,嘻哈,0.0012089820897708196,1.0
6.9843736,25.796776,极乐净土,0.0007546731500571214,1.0
21.385036,2.4238544,动画,0.0007546731500571214,1.0
-8.989748,-24.563934,音乐研究所,0.0007546731500571214,1.0
-5.6653504,-6.5099325,政在联动中,0.0007546731500571214,1.0
18.483324,0.03922604,AMV,0.0007546731500571214,1.0
-9.726296,17.072962,BML,0.002539482390285891,1.0
0.67264444,-11.500379,2023新年音乐大作战,0.03023021433210841,1.0
-10.025292,-13.985444,知识分享官,0.03739597931252764,1.0
7.475762,17.705017,必剪创作,0.03791449887389497,1.0
10.057196,-7.632628,钢琴,0.03394709740198727,1.0
23.611553,7.16575,动画短片群星计划,0.027422862157187762,1.0
8.2589655,14.524477,萌娃,0.03052378498415162,1.0
9.481753,7.479478,日本,0.0015825741818187484,1.0
8.63318,-17.83771,配音,0.003290996243907925,1.0
14.993612,-6.691769,演奏挑战赛,0.0007425063482022483,1.0
-10.199015,-16.193962,日语,0.0007425063482022483,1.0
15.60323,8.799241,看一遍就爱上的日语现场,0.00771677867166963,1.0
15.021723,-0.8925895,新世纪福音战士,0.0007425063482022483,1.0
6.0213532,-4.549353,翻唱挑战赛,0.0016758117350941279,1.0
-9.575748,6.941824,音乐综合,0.002525771643475221,1.0
13.152508,24.526083,浪姐教你跳极乐净土,0.0007425063482022483,1.0
3.679443,-4.859048,翻唱,0.002474999440965006,1.0
18.107431,15.222039,二次元中二小剧场,0.0007425063482022483,1.0
23.701954,12.245373,动画加工厂,0.0007732023092878926,1.0
8.8378525,25.519072,一起看姐姐72面,0.007309144682572382,1.0
-8.00496,5.9114037,音乐安利大赏,0.0029720766095978394,1.0
-1.4806229,18.252506,音乐现场,0.0007732023092878926,1.0
-9.811747,5.5901995,中岛美嘉,0.002649750041888095,1.0
-20.536005,-0.46849686,你的名字,0.0007732023092878926,1.0
4.666253,19.013819,美依礼芽,0.0012147211472198793,1.0
-1.5380883,18.23246,LIVE,0.0012041031590598098,1.0
7.457897,20.41398,极乐净土三人组金曲心动挑战,0.0007732023092878926,1.0
2.2697072,22.31983,再跳一遍《极乐净土》回忆杀,0.0007732023092878926,1.0
-3.5674765,9.715515,新世代音乐人计划女生季,0.0007732023092878926,1.0
14.078309,9.291742,动漫歌曲,0.0007732023092878926,0.0
14.495918,17.021542,娱乐,0.00163801016725601,1.0
-14.412027,4.557479,水树奈奈,0.0007425063482022483,1.0
-4.264794,15.727329,干杯音乐节,0.0007425063482022483,1.0
1.8137347,17.325916,日语现场,0.0007425063482022483,0.0
-7.4591775,17.431427,张国荣逝世20周年纪念,0.0007425063482022483,1.0
1.5913103,18.005571,演唱会,0.0007425063482022483,0.0
-10.741983,-17.67782,知识,0.0020636645823591555,0.0
-8.584666,-21.419325,流行音乐,0.0007425063482022483,1.0
16.10204,1.8900487,MAD·AMV,0.0020080035992075967,0.0
11.556885,14.815747,生活,0.002036883121532447,1.0
14.794093,1.220099,MAD.AMV,0.0007425063482022483,0.0
-7.187168,-1.55502,治愈,0.0011516733320468312,0.0
11.171995,25.511307,MARiA,0.0007425063482022483,0.0
-11.088863,-8.730279,听歌,0.0025699329482640944,0.0
-6.9014378,-8.605732,社会,0.0011857464647000344,0.0
-11.304862,-5.296069,精选歌单,0.0007425063482022483,0.0
7.003553,-0.043370623,MV,0.0007425063482022483,0.0
-13.080997,-6.446263,歌曲,0.0011857464647000344,0.0
-10.914161,-2.2295218,高音质,0.0011857464647000344,0.0
-1.1672503,-9.554876,音乐推荐,0.0007425063482022483,0.0
11.637587,-7.8672795,演奏,0.0007425063482022483,1.0
-1.6742597,-3.1244977,纯音乐,0.0007425063482022483,0.0
-11.343743,-8.107735,音乐选集,0.0007425063482022483,0.0
-3.4367452,-28.94747,音乐分享官5.0,0.0007425063482022483,1.0
-12.920089,-4.0270324,EVA,0.0007425063482022483,0.0
10.119848,22.7083,综艺,0.0007425063482022483,0.0
21.535677,5.0196733,短片·手书·配音,0.0007425063482022483,0.0
10.56982,24.575432,GARNiDELiA,0.007000669430463728,0.0
4.086074,25.196768,星动安利大作战·初夏篇,0.0025969967776415747,0.0
-10.237895,13.329833,现场,0.0007425063482022483,0.0
17.630007,16.264658,动漫,0.0007425063482022483,0.0
-14.234217,-8.027475,BGM,0.001228843183411427,0.0
10.491328,24.462238,乘风2023,0.0007425063482022483,0.0
1.7106597,-20.723877,欧美音乐,0.0007425063482022483,0.0
-7.783498,-14.708892,人文,0.0007425063482022483,0.0
13.658196,1.2970889,MAD,0.0007425063482022483,0.0
-11.606206,-0.048778165,经典,0.0007425063482022483,0.0
-13.696726,0.63099486,综合,0.000726018625446569,0.0
