X,Y,item,pagerank,chosen
20.962633,6.6171737,知识,0.005513782215125991,1.0
28.41427,11.045597,科普,0.007056835340258769,1.0
17.294786,-4.160235,学习,0.015731455272288773,1.0
32.693096,2.2971668,科学科普,0.010548145487547025,1.0
48.512146,10.931327,数据,0.0002778223145351473,1.0
31.12863,-3.6122475,科学,0.0004236701438823999,1.0
-31.339314,23.524395,健康,0.0002778223145351473,1.0
16.32211,-27.60844,自然,0.0002778223145351473,1.0
-30.47689,-26.476625,沙雕,0.0002778223145351473,1.0
-2.30965,10.492622,人文,0.0002778223145351473,1.0
18.30148,14.751411,研究,0.0002778223145351473,1.0
-9.356468,-26.629906,华语音乐,0.0002778223145351473,1.0
37.619045,14.9179125,人工智能,0.0002778223145351473,1.0
-37.397,7.12017,眼镜,0.0006082473608964353,1.0
-23.946978,-33.651154,搞笑,0.00774606161124646,1.0
-2.5468793,-7.6666765,流行音乐,0.010466074758666646,1.0
-10.236808,36.26304,冷知识,0.014257049152539537,1.0
2.9058151,28.586906,瘟疫,0.009987138472011908,1.0
26.66,18.369453,万物研究所·第十期,0.007946353188183191,1.0
-27.740671,-14.902968,ikun,0.007310709083250411,1.0
-11.253193,16.187422,非洲,0.008418537452213784,1.0
21.460752,-1.2534409,生物,0.006757212491594117,1.0
37.271843,21.447922,深度学习,0.012461480069427435,1.0
-4.2701254,-32.103004,生活,0.008435502463435211,1.0
20.283922,11.708522,万物研究所,0.009694630528193563,1.0
-34.553314,-8.851025,鸡你太美,0.009530296715131645,1.0
5.7141523,10.788783,社科·法律·心理,0.011309307294633053,1.0
-0.09978908,19.408466,灾难,0.0064402094191266706,1.0
-6.7768555,18.576607,病毒,0.0072396446158685054,1.0
-0.16149111,24.362722,埃博拉病毒,0.007726937439449492,1.0
23.182098,14.536997,万物研究所·第七期,0.010441859260049067,1.0
-12.919705,25.516096,社会洞察计划,0.00622163381344487,1.0
6.107062,-14.841806,鉴定,0.0098410222780991,1.0
1.0413594,-34.553295,骗局,0.008799378467483958,1.0
3.4250004,1.464854,互联网,0.006389621621487027,1.0
11.059541,-7.1413965,高考,0.006663942325898241,1.0
33.208088,22.17748,傅里叶变换,0.009796895937070605,1.0
-11.239104,-17.092182,音乐,0.006510433763150229,1.0
-32.64593,-20.593307,鸡,0.005265189505084466,1.0
-2.1158848,-18.938892,近视,0.007340811562632138,1.0
-25.984474,26.89741,医案寻踪,0.00821506627712742,1.0
15.699473,26.487879,医学,0.005413236085850531,1.0
-36.793827,-17.486496,坤坤,0.006089870956636119,1.0
28.069384,-13.032471,科技,0.008261121299200477,1.0
26.143593,-6.2331076,疾病,0.006663484191158978,1.0
4.59065,-5.357088,万物研究所·2022第五期,0.005036950753549967,1.0
17.026756,1.4184198,化学,0.005151662966636582,1.0
36.856735,-3.713403,实验,0.006512166091475125,1.0
15.804266,6.5391073,知识分享官,0.006224423867041705,1.0
18.050209,7.5218472,校园学习,0.007799174353442627,1.0
14.75366,-17.872702,黑科技,0.007713516859263348,0.0
-6.5463996,-3.2298074,历史,0.002060310369955607,0.0
-19.96267,14.149553,资讯,0.006903590633299757,0.0
16.54857,-7.383397,考试,0.00449483416255226,0.0
-21.40908,-23.219912,动感视频,0.0007071814944963902,0.0
-12.745555,-23.090395,2022年度音乐盘点,0.0014771792683012678,0.0
-32.41436,9.466624,服饰,0.00041046811337435926,0.0
34.43663,18.136528,计算机,0.001455935422877685,0.0
11.551235,-10.954881,冥想,0.0011340010589143239,0.0
-6.744539,13.0704,经济,0.0005451253207485562,0.0
11.662608,-28.006422,摄影,0.0033380620847916842,0.0
-30.723827,-27.88955,鬼畜大赏,0.0015948051122746877,0.0
0.7932236,7.9677844,用知识过好新的一年,0.001007155588284495,0.0
-28.974045,18.965101,美好生活日常记录,0.0007267553556065834,0.0
-12.387125,-8.299166,动画短片群星计划,0.00025621312309542874,0.0
-14.969328,-19.386045,音乐分享官,0.0017149652617378373,0.0
-7.2106504,35.008564,趣闻,0.00027115261017832126,0.0
