X,Y,item,pagerank,chosen
-28.595535,9.394134,科普,0.005513782215125991,1.0
-13.661161,-10.213836,知识,0.007056835340258769,1.0
-6.135385,38.727604,数据,0.015731455272288773,1.0
-8.864642,-0.4961544,学习,0.010548145487547025,1.0
21.201183,-28.260765,眼镜,0.0002778223145351473,1.0
-17.173378,-22.508783,人文,0.0004236701438823999,1.0
21.948044,31.847492,华语音乐,0.0002778223145351473,1.0
1.745242,-12.207782,自然,0.0002778223145351473,1.0
23.097181,6.552064,沙雕,0.0002778223145351473,1.0
-29.388428,-0.9355906,科学科普,0.0002778223145351473,1.0
-26.575808,-4.5014353,科学,0.0002778223145351473,1.0
-39.91271,-11.624801,冷知识,0.0002778223145351473,1.0
9.2214,-20.599901,健康,0.0002778223145351473,1.0
-13.31265,10.087094,研究,0.0006082473608964353,1.0
15.335854,35.37975,流行音乐,0.00774606161124646,1.0
14.668499,3.9173667,搞笑,0.010466074758666646,1.0
1.8416651,14.1092415,非洲,0.014257049152539537,1.0
-10.117397,24.709005,人工智能,0.009987138472011908,1.0
-7.017038,-34.58169,瘟疫,0.007946353188183191,1.0
-14.116867,28.306955,深度学习,0.007310709083250411,1.0
-25.850916,-22.1929,社会洞察计划,0.008418537452213784,1.0
35.033092,4.2335367,ikun,0.006757212491594117,1.0
28.882015,-1.7658749,鸡你太美,0.012461480069427435,1.0
-20.19961,2.780322,鉴定,0.008435502463435211,1.0
-13.182751,-35.774246,灾难,0.009694630528193563,1.0
-22.411709,-17.251337,社科·法律·心理,0.009530296715131645,1.0
-20.899359,17.986017,万物研究所·第十期,0.011309307294633053,1.0
-7.4403253,-11.296283,生物,0.0064402094191266706,1.0
-15.504002,13.645248,万物研究所·第七期,0.0072396446158685054,1.0
9.357577,-3.5816486,生活,0.007726937439449492,1.0
-8.359428,14.513531,互联网,0.010441859260049067,1.0
6.4031615,1.0334585,骗局,0.00622163381344487,1.0
4.2566257,-27.64828,近视,0.0098410222780991,1.0
6.7880273,-23.798145,医案寻踪,0.008799378467483958,1.0
-26.405704,1.5811894,万物研究所,0.006389621621487027,1.0
-6.6128025,-18.551058,医学,0.006663942325898241,1.0
-4.573675,-6.0171485,高考,0.009796895937070605,1.0
29.593805,11.486962,鸡,0.006510433763150229,1.0
2.2184412,17.909605,病毒,0.005265189505084466,1.0
-17.547901,24.8199,傅里叶变换,0.007340811562632138,1.0
21.957106,19.65083,音乐,0.00821506627712742,1.0
34.878555,8.777354,坤坤,0.005413236085850531,1.0
-3.5597603,-30.84469,埃博拉病毒,0.006089870956636119,1.0
-36.11344,5.8367114,万物研究所·2022第五期,0.008261121299200477,1.0
-3.745602,19.95438,科技,0.006663484191158978,1.0
-1.8113514,-26.059013,疾病,0.005036950753549967,1.0
-30.807507,-6.263453,实验,0.005151662966636582,1.0
-17.02927,-5.126855,化学,0.006512166091475125,1.0
-22.749514,-6.51334,知识分享官,0.006224423867041705,1.0
-16.776516,-11.183598,校园学习,0.007799174353442627,1.0
-12.93446,-25.291103,历史,0.007713516859263348,0.0
9.598735,17.61064,资讯,0.002060310369955607,0.0
1.0026174,26.663626,黑科技,0.006903590633299757,0.0
27.259096,13.12151,动感视频,0.00449483416255226,0.0
8.580197,-13.644356,冥想,0.0007071814944963902,0.0
26.062183,22.941442,音乐分享官,0.0014771792683012678,0.0
24.686443,-29.333517,服饰,0.00041046811337435926,0.0
-28.604937,-17.155655,星海计划,0.001455935422877685,0.0
24.56159,27.547628,2022年度音乐盘点,0.0011340010589143239,0.0
11.858564,-9.100196,电视剧解说,0.0005451253207485562,0.0
21.875654,-13.369996,动画短片群星计划,0.0033380620847916842,0.0
-16.714148,-14.201215,考试,0.0015948051122746877,0.0
18.485006,24.0008,毕业季,0.001007155588284495,0.0
24.185001,-28.246767,春日穿搭指南,0.0007267553556065834,0.0
21.351742,-19.235046,星计划,0.00025621312309542874,0.0
-12.973574,23.333456,计算机,0.0017149652617378373,0.0
20.785019,8.829493,鬼畜大赏,0.00027115261017832126,0.0
-6.887517,26.238985,经济,0.00027115261017832126,0.0
-6.922565,33.801514,AI魔法研究中心,0.00027115261017832126,0.0
-38.942856,-9.867628,趣闻,0.00027115261017832126,0.0
5.446862,-1.842813,一起记录2022,0.000754570435840164,0.0
12.2363405,16.633713,万物皆可游戏,0.001803395052177303,0.0
